"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Spider/spider_legs.spider_legs","11","2","0","1","0.000000","0","0"
"/Game/Spider/spider1.spider1","11","2","0","1","0.000000","0","0"
